項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
526,31452,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:77　S343Code №:10493-7,炭化種実(オオムギ･胚乳),T,g,中世,----,F,不明,AMS法,625,18,----,----,-29.04,0.21,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
527,31454,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:99　S393Code №:10493-9,炭化種実(オオムギ?･胚乳),T,g,中世,----,F,不明,AMS法,827,18,----,----,-24.85,0.24,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
528,31455,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:105　S405Code №:10493-10,炭化種実(コナラ属･子葉),T,g,中世,----,F,不明,AMS法,640,17,----,----,-24.11,0.21,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
529,31456,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:141　S532Code №:10493-11,炭化種実(コムギ･胚乳),T,g,中世,----,F,不明,AMS法,701,18,----,----,-24.64,0.24,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
530,31457,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:147　S1011Code №:10493-12,炭化種実(オオムギ･胚乳),T,g,中世,----,F,不明,AMS法,676,18,----,----,-23.6,0.2,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
531,31453,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:77　S343Code №:10493-8,炭化種実(マメ類･種子),T,g,中世,----,F,不明,AMS法,617,18,----,----,-26.13,0.18,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
532,31451,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:76　S341Code №:10493-6,炭化種実(ハマグリ･貝殻),T,g,中世,----,F,不明,AMS法,977,19,----,----,0.48,0.19,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
533,31449,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:26　S110Code №:10493-4,炭化種実(イネ･胚乳),T,g,中世,----,F,不明,AMS法,768,17,----,----,-25.43,0.2,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
534,31446,45：宮崎県,海舞寺遺跡,延岡市北浦町古江字海舞寺,分析番号:1　101Code №:10493-1,炭化種実(コムギ･胚乳),T,g,近世以降,----,GH,不明,AMS法,380,17,----,----,-24.4,0.21,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
535,31810,45：宮崎県,深田遺跡,宮崎市大字跡江,試料名:№1　SC-3(井戸),種実破片(ヒョウタン類),T,e,平安時代,9世紀後半,E,Beta-142909,AMS法,1340,40,----,----,----,----,-28.9,古環境研究所,Beta Analytic Inc.,2001,宮崎市･深田遺跡における放射性炭素年代測定,74?75,----,宮崎市文化財調査報告書　第47集　深田遺跡　,宮崎市教育委員会
536,30744,45：宮崎県,清武上猪ノ原遺跡(第3地区),清武町大字船引字上猪ノ原,試料名:№13　第3地区SG-2,炭化材(コナラ属クヌギ節),T,f,中世半ば？,----,F,Beta-213813,AMS法,3300,40,----,----,----,----,-27.7,古環境研究所,Beta Analytic Inc.,2008,清武上猪ノ原遺跡(第3地区)における自然科学分析,94?98,----,清武町埋蔵文化財調査報告書　第25集　清武上猪ノ原遺跡-3-　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
537,30742,45：宮崎県,清武上猪ノ原遺跡(第3地区),清武町大字船引字上猪ノ原,試料名:№11　第3地区SC-1 　4層上面,炭化材(広葉樹),T,f,縄文時代早期,----,B,Beta-213811,AMS法,3290,40,----,----,----,----,-26.1,古環境研究所,Beta Analytic Inc.,2008,清武上猪ノ原遺跡(第3地区)における自然科学分析,94?98,----,清武町埋蔵文化財調査報告書　第25集　清武上猪ノ原遺跡-3-　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
538,31900,45：宮崎県,清武上猪ノ原遺跡(第5地区),宮崎市清武町船引,試料番号:26　SI-279,炭化材,T,f,縄文時代草創期,----,B,Beta-233179,AMS法,1320,40,----,----,----,----,----,古環境研究所,Beta Analytic Inc.,2018,自然科学分析について,365?368,----,宮崎市埋蔵文化財調査報告書　第119集　清武上猪ノ原遺跡第5地区　,宮崎市教育委員会
539,31896,45：宮崎県,清武上猪ノ原遺跡(第5地区),宮崎市清武町船引,試料番号:22　SI-55,土壌,T,k,縄文時代草創期,----,B,Beta-233175,AMS法,2010,40,----,----,----,----,----,古環境研究所,Beta Analytic Inc.,2018,自然科学分析について,365?368,----,宮崎市埋蔵文化財調査報告書　第119集　清武上猪ノ原遺跡第5地区　,宮崎市教育委員会
540,31285,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№6　SA10№3炭化材,炭化材,T,f,古墳時代初頭?前期,松永4･5期,D,Beta-200249,AMS法,1800,40,----,----,----,----,-26.2,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
541,31286,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№7　SA10№30土器付着物(甕№192),炭化物,T,h,古墳時代初頭?前期,松永4･5期,D,Beta-200250,AMS法,1860,40,----,----,----,----,-25.8,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
542,31281,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№2　SA2№13梁or桁,炭化材(サクラ属）,T,f,古墳時代前期,松永5･6期,D,Beta-200245,AMS法,1800,40,----,----,----,----,-25.4,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
543,31283,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№4　SA3№63土器付着物(甕№130),炭化物,T,h,古墳時代初頭?前期,松永4･5期,D,Beta-200247,AMS法,1850,40,----,----,----,----,-26.6,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
544,31284,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№5　SA3種7(種子№7？),炭化種実(イチイガシ子葉片),T,g,古墳時代初頭?前期,松永4･5期,D,Beta-200248,AMS法,1780,40,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
545,31282,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№3　SA3①鋤,炭化材(コナラ属アカガシ亜属),T,f,古墳時代初頭?前期,松永4･5期,D,Beta-200246,AMS法,1930,40,----,----,----,----,-26,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
546,31287,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№8　SA10№62炭化米,炭化種実(炭化米),T,g,古墳時代初頭?前期,松永4･5期,D,Beta-200251,AMS法,1820,40,----,----,----,----,-24.2,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
547,31288,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№9　SA16C15垂木,炭化材(クリ),T,f,弥生時代終末期?古墳時代初頭,松永3･4期,CD,Beta-200252,AMS法,1900,40,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
548,31280,45：宮崎県,湯牟田遺跡(二次調査),児湯郡川南町大字川南字湯牟田,試料名:№1　SA2№11垂木,炭化材(ツブラジイ),T,f,古墳時代前期,松永5･6期,D,Beta-200244,AMS法,1860,40,----,----,----,----,-26.2,古環境研究所,Beta Analytic Inc.,2007,放射性炭素年代測定,155?157,----,宮崎県埋蔵文化財センター発掘調査報告書　第152集　湯牟田遺跡(二次調査)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書47,宮崎県埋蔵文化財センター
549,30675,45：宮崎県,滑川第1遺跡,清武町大字船引滑川,試料名:№6　NK1 　SI-22,炭化物,T,h,縄文時代前期,----,B,不明,AMS法,3460,50,----,----,----,----,-24.7,古環境研究所,不明,2006,滑川第1遺跡における自然科学分析,130?132,----,清武町埋蔵文化財調査報告書　第21集　滑川第1遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
550,30676,45：宮崎県,滑川第1遺跡,清武町大字船引滑川,試料名:№7　NK1 　SI-26,炭化物,T,h,縄文時代前期,----,B,不明,AMS法,5470,80,----,----,----,----,-25,古環境研究所,不明,2006,滑川第1遺跡における自然科学分析,130?132,----,清武町埋蔵文化財調査報告書　第21集　滑川第1遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
551,30693,45：宮崎県,滑川第1遺跡,清武町大字船引滑川,試料名:№24　NK1　SC-189,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,880,40,----,----,----,----,-27,古環境研究所,不明,2006,滑川第1遺跡における自然科学分析,130?132,----,清武町埋蔵文化財調査報告書　第21集　滑川第1遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
552,30692,45：宮崎県,滑川第1遺跡,清武町大字船引滑川,試料名:№23　NK1　SA-2,炭化物,T,h,縄文時代前期,----,B,不明,AMS法,2220,40,----,----,----,----,-26.3,古環境研究所,不明,2006,滑川第1遺跡における自然科学分析,130?132,----,清武町埋蔵文化財調査報告書　第21集　滑川第1遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
553,30672,45：宮崎県,滑川第1遺跡,清武町大字船引滑川,試料名:№3　NK1 　SI-12 　Ⅴ層上位(アカホヤ直下),炭化物,T,h,縄文時代早期,----,B,不明,AMS法,6770,60,----,----,----,----,-25.7,古環境研究所,不明,2006,滑川第1遺跡における自然科学分析,130?132,----,清武町埋蔵文化財調査報告書　第21集　滑川第1遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
554,30698,45：宮崎県,滑川第2遺跡,清武町大字船引滑川,試料名:№2　NK2　SI-5　Ⅴ層直上,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,6290,40,----,----,----,----,-28.6,古環境研究所,不明,2007,滑川第2遺跡における自然科学分析,187?188,----,清武町埋蔵文化財調査報告書　第22集　滑川第2遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
555,30718,45：宮崎県,滑川第3遺跡,清武町大字船引滑川,試料名:№18　NK3　SC-14,炭化物,T,h,縄文時代前期,----,B,不明,AMS法,2980,50,----,----,----,----,-27.9,古環境研究所,不明,2007,滑川第3遺跡における自然科学分析,98?100,----,清武町埋蔵文化財調査報告書　第23集　滑川第3遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
556,30719,45：宮崎県,滑川第3遺跡,清武町大字船引滑川,試料名:№19　NK3　SC-16,炭化物,T,h,縄文時代前期,----,B,不明,AMS法,3010,50,----,----,----,----,-25.9,古環境研究所,不明,2007,滑川第3遺跡における自然科学分析,98?100,----,清武町埋蔵文化財調査報告書　第23集　滑川第3遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
557,30716,45：宮崎県,滑川第3遺跡,清武町大字船引滑川,試料名:№16　NK3　SC-2,炭化物,T,h,縄文時代前期,----,B,不明,AMS法,470,70,----,----,----,----,-26.8,古環境研究所,不明,2007,滑川第3遺跡における自然科学分析,98?100,----,清武町埋蔵文化財調査報告書　第23集　滑川第3遺跡　　県営農地保全整備事業船引工区にかかる埋蔵文化財調査報告書,清武町教育委員会
558,31230,45：宮崎県,牧内第1遺跡(一次?三次調査),児湯郡高鍋町大字上江字牧内,試料名:№4　土坑SC753,炭化材,T,f,旧石器時代,----,A,Beta-175689,AMS法,6270,40,----,----,----,----,-27.5,古環境研究所,Beta Analytic Inc.,2007,三次調査における放射性炭素年代測定,152?153,----,宮崎県埋蔵文化財センター発掘調査報告書　第163集　牧内第1遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書55,宮崎県埋蔵文化財センター
559,31042,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№3　A区　柱状木材,木材,T,d,弥生時代後期後半?古墳時代前期,----,CD,Beta-123400,β線法,1540,60,----,----,----,----,-28.2,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
560,31043,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№4　A区　加工木材,木材,T,d,弥生時代後期後半?古墳時代前期,----,CD,Beta-123401,β線法,1670,60,----,----,----,----,-27.6,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
561,31045,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№6　A区　上流の堰杭№3,木材,T,d,弥生時代後期後半?古墳時代前期,----,CD,Beta-123403,β線法,1670,60,----,----,----,----,-27,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
562,31046,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№7　B区　堰杭№9,木材,T,d,弥生時代中期?古墳時代前期,----,CD,Beta-123404,β線法,1790,60,----,----,----,----,-27,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
563,31044,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№5　A区　下流の堰杭№7,木材,T,d,弥生時代後期後半?古墳時代前期,----,CD,Beta-123402,β線法,1370,50,----,----,----,----,-28.8,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
564,31041,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№2　D区　柱状木材,木材,T,d,弥生時代後期後半?古墳時代前期,----,CD,Beta-123399,β線法,1410,60,----,----,----,----,-28.6,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
565,31040,45：宮崎県,町屋敷遺跡,宮崎市大字糸原字池ノ内,試料名:№1　B区　堰加工木材№9,木材,T,d,弥生時代中期?古墳時代前期,----,CD,Beta-123398,β線法,1810,60,----,----,----,----,-27,古環境研究所,Beta Analytic Inc.,2001,平成10年10月　宮崎県町屋敷遺跡における自然科学分析,166?167,----,宮崎県埋蔵文化財センター発掘調査報告書　第39集　町屋敷遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅴ　,宮崎県埋蔵文化財センター
566,31060,45：宮崎県,白ヶ野第2･第3遺跡,宮崎市大字細江字時雨柳迫清武町大字船引白ヶ野,試料名:№2　B5グリッド､№②　Sz-Yｍ直上,土壌,T,k,縄文時代,平栫式･塞ノ神式,B,Beta-97146,β線法,4950,70,----,----,----,----,-25.6,古環境研究所,Beta Analytic Inc.,2002,白ヶ野第2･第3遺跡における放射性炭素年代測定結果,233?234,----,宮崎県埋蔵文化財センター発掘調査報告書　第52集　白ヶ野第2･第3遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
567,31062,45：宮崎県,白ヶ野第2･第3遺跡,宮崎市大字細江字時雨柳迫清武町大字船引白ヶ野,試料名:№4　B5グリッド､№④　Sz-Yｍ直下,土壌,T,k,縄文時代,----,B,Beta-97148,β線法,6680,80,----,----,----,----,-24.5,古環境研究所,Beta Analytic Inc.,2002,白ヶ野第2･第3遺跡における放射性炭素年代測定結果,233?234,----,宮崎県埋蔵文化財センター発掘調査報告書　第52集　白ヶ野第2･第3遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
568,31061,45：宮崎県,白ヶ野第2･第3遺跡,宮崎市大字細江字時雨柳迫清武町大字船引白ヶ野,試料名:№3　B5グリッド､№③　Sz-Yｍ層準,土壌,T,k,縄文時代,----,B,Beta-97147,β線法,6470,70,----,----,----,----,-24.1,古環境研究所,Beta Analytic Inc.,2002,白ヶ野第2･第3遺跡における放射性炭素年代測定結果,233?234,----,宮崎県埋蔵文化財センター発掘調査報告書　第52集　白ヶ野第2･第3遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
569,31059,45：宮崎県,白ヶ野第2･第3遺跡,宮崎市大字細江字時雨柳迫清武町大字船引白ヶ野,試料名:№1　B5グリッド､№①　Kr-USL?直下,土壌,T,k,縄文時代,----,B,Beta-97145,β線法,5970,70,----,----,----,----,-28.7,古環境研究所,Beta Analytic Inc.,2002,白ヶ野第2･第3遺跡における放射性炭素年代測定結果,233?234,----,宮崎県埋蔵文化財センター発掘調査報告書　第52集　白ヶ野第2･第3遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
570,30891,45：宮崎県,白山原遺跡,都城市早水町,試料名:№1　SC1 Kr-USL直下　,炭化材(クヌギ節),T,f,縄文時代早期,----,B,Beta-136467,β線法,6570,60,----,----,----,----,-27,古環境研究所,Beta Analytic Inc.,2002,都城市､白山原遺跡における自然科学分析,34?41,----,都城市文化財調査報告書　第57集　白山原遺跡　民間開発に伴う発掘調査報告書,都城市教育委員会
571,30998,45：宮崎県,白山原遺跡(第3次調査),都城市郡元町3362他,掲載番号:282　B区流路1　下層炭化物,炭化材,T,f,古代?中世,----,EF,不明,AMS法,945,20,944,22,-25.4,0.11,----,吉田生物研究所,不明,2017,第３次調査における出土木材放射性年代測定,72?73,----,都城市文化財調査報告書　第131集　白山原遺跡(第3次調査)　-早水公園整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
572,30997,45：宮崎県,白山原遺跡(第3次調査),都城市郡元町3362他,掲載番号:281　B区木の実№394,炭化材,T,f,古代?中世,----,EF,不明,AMS法,530,25,528,25,-27.8,0.11,----,吉田生物研究所,不明,2017,第３次調査における出土木材放射性年代測定,72?73,----,都城市文化財調査報告書　第131集　白山原遺跡(第3次調査)　-早水公園整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
573,30833,45：宮崎県,目ノ崎第1遺跡,西諸県郡高原町大字西麓字目ノ崎,試料名:№2　土器№40内面,炭化物,T,h,縄文時代後期,----,B,Beta-431930,AMS法,3610,30,----,----,----,----,測定不能,古環境研究所,Beta Analytic Inc.,2017,高原町教育委員会:目ノ崎遺跡における放射性炭素年代測定,21?25,----,高原町文化財調査報告書　第15集　目ノ崎遺跡　県営畑地帯総合整備事業(担手支援)に伴う埋蔵文化財発掘調査報告書(1),高原町教育委員会
574,30832,45：宮崎県,目ノ崎第1遺跡,西諸県郡高原町大字西麓字目ノ崎,試料名:№1　土器№624外面,炭化物,T,h,縄文時代?古墳時代,----,BCD,Beta-431929,AMS法,3280,30,----,----,----,----,-26.4,古環境研究所,Beta Analytic Inc.,2017,高原町教育委員会:目ノ崎遺跡における放射性炭素年代測定,21?25,----,高原町文化財調査報告書　第15集　目ノ崎遺跡　県営畑地帯総合整備事業(担手支援)に伴う埋蔵文化財発掘調査報告書(1),高原町教育委員会
575,30947,45：宮崎県,真米田遺跡,都城市高城町穂満坊,試料№:№3　SB8P2上層,炭化材,T,f,平安時代?中世,----,EF,PED-20182,AMS法,1095,20,1093,20,-25.9,0.12,----,古環境研究所,古環境研究所,2014,真米田遺跡における放射性炭素年代測定,232?234,----,都城市文化財調査報告書　第111集　真米田遺跡･七日市前遺跡　-雇用創出ゾーン整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
576,30948,45：宮崎県,真米田遺跡,都城市高城町穂満坊,試料№:№4　SC8床面,炭化材,T,f,平安時代?中世,----,EF,PED-20183,AMS法,1220,20,1222,19,-24.75,0.13,----,古環境研究所,古環境研究所,2014,真米田遺跡における放射性炭素年代測定,232?234,----,都城市文化財調査報告書　第111集　真米田遺跡･七日市前遺跡　-雇用創出ゾーン整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
577,30946,45：宮崎県,真米田遺跡,都城市高城町穂満坊,試料№:№2　SB7P3中層,炭化材,T,f,平安時代?中世,----,EF,PED-20181,AMS法,1300,20,1298,20,-25.28,0.12,----,古環境研究所,古環境研究所,2014,真米田遺跡における放射性炭素年代測定,232?234,----,都城市文化財調査報告書　第111集　真米田遺跡･七日市前遺跡　-雇用創出ゾーン整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
578,30949,45：宮崎県,真米田遺跡,都城市高城町穂満坊,試料№:№5　SC4下層(床面近く),炭化材,T,f,平安時代?中世,9世紀末?10世紀初頭･越州窯系青磁の椀Ⅰ類･須恵器甕,EF,PED-20184,AMS法,1155,20,1155,19,-28.75,0.12,----,古環境研究所,古環境研究所,2014,真米田遺跡における放射性炭素年代測定,232?234,----,都城市文化財調査報告書　第111集　真米田遺跡･七日市前遺跡　-雇用創出ゾーン整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
579,30945,45：宮崎県,真米田遺跡,都城市高城町穂満坊,試料№:№1　G18区Ⅵ層落ち込み,炭化材,T,f,平安時代?中世,----,EF,PED-20180,AMS法,1095,20,1095,19,-27.18,0.11,----,古環境研究所,古環境研究所,2014,真米田遺跡における放射性炭素年代測定,232?234,----,都城市文化財調査報告書　第111集　真米田遺跡･七日市前遺跡　-雇用創出ゾーン整備事業に伴う埋蔵文化財発掘調査報告書-,都城市教育委員会
